Time - Fc (N),Amplitude - Fc (N)
22.922,-0.0217788
22.924,0.0109153
22.926,0.0434797
22.928,0.0755574
22.93,0.106797
22.932,0.136856
22.934,0.165404
22.936,0.192129
22.938,0.216739
22.94,0.238962
22.942,0.258557
22.944,0.275307
22.946,0.28903
22.948,0.299575
22.95,0.306828
22.952,0.310708
22.954,0.311175
22.956,0.308222
22.958,0.301884
22.96,0.292231
22.962,0.279368
22.964,0.263439
22.966,0.244618
22.968,0.223113
22.97,0.199161
22.972,0.173025
22.974,0.144995
22.976,0.115377
22.978,0.0844996
22.98,0.0527013
22.982,0.0203327
22.984,-0.0122497
22.986,-0.0446872
22.988,-0.0766224
22.99,-0.107704
22.992,-0.137589
22.994,-0.165949
22.996,-0.192471
22.998,-0.216864
23,-0.238859
23.002,-0.258214
23.004,-0.274715
23.006,-0.288182
23.008,-0.298466
23.01,-0.305454
23.012,-0.30907
23.014,-0.309274
23.016,-0.306065
23.018,-0.299479
23.02,-0.289588
23.022,-0.276503
23.024,-0.260369
23.026,-0.241363
23.028,-0.219698
23.03,-0.195612
23.032,-0.169372
23.034,-0.141268
23.036,-0.111611
23.038,-0.0807302
23.04,-0.0489661
23.042,-0.0166704
23.044,0.0157995
23.046,0.0480845
23.048,0.0798274
23.05,0.110677
23.052,0.140292
23.054,0.168345
23.056,0.194526
23.058,0.218545
23.06,0.240136
23.062,0.259061
23.064,0.27511
23.066,0.288106
23.068,0.297906
23.07,0.304401
23.072,0.307521
23.074,0.30723
23.076,0.303533
23.078,0.296472
23.08,0.286124
23.082,0.272606
23.084,0.256069
23.086,0.236695
23.088,0.2147
23.09,0.190329
23.092,0.163854
23.094,0.135567
23.096,0.105784
23.098,0.0748357
23.1,0.0430657
23.102,0.0108273
23.104,-0.0215212
23.106,-0.0536204
23.108,-0.0851135
23.11,-0.115651
23.112,-0.144892
23.114,-0.172514
23.116,-0.198208
23.118,-0.221689
23.12,-0.242697
23.122,-0.260998
23.124,-0.276389
23.126,-0.288699
23.128,-0.297791
23.13,-0.303565
23.132,-0.305958
23.134,-0.304942
23.136,-0.30053
23.138,-0.292772
23.14,-0.281755
23.142,-0.267601
23.144,-0.250469
23.146,-0.230551
23.148,-0.20807
23.15,-0.183275
23.152,-0.156444
23.154,-0.127877
23.156,-0.0978928
23.158,-0.0668258
23.16,-0.0350229
23.162,-0.00283933
23.164,0.0293658
23.166,0.0612328
23.168,0.092406
23.17,0.122538
23.172,0.151291
23.174,0.178345
23.176,0.203398
23.178,0.226171
23.18,0.246409
23.182,0.263886
23.184,0.278408
23.186,0.289812
23.188,0.297972
23.19,0.302797
23.192,0.304234
23.194,0.302266
23.196,0.296918
23.198,0.288248
23.2,0.276355
23.202,0.261372
23.204,0.243468
23.206,0.222843
23.208,0.199729
23.21,0.174385
23.212,0.147096
23.214,0.118168
23.216,0.0879248
23.218,0.0567057
23.22,0.024861
23.222,-0.00725225
23.224,-0.0392739
23.226,-0.0708449
23.228,-0.101611
23.23,-0.131228
23.232,-0.159362
23.234,-0.1857
23.236,-0.209945
23.238,-0.231826
23.24,-0.251097
23.242,-0.267543
23.244,-0.280978
23.246,-0.291254
23.248,-0.298255
23.25,-0.301903
23.252,-0.302157
23.254,-0.299016
23.256,-0.292515
23.258,-0.282727
23.26,-0.269764
23.262,-0.253771
23.264,-0.23493
23.266,-0.213452
23.268,-0.189579
23.27,-0.163581
23.272,-0.135751
23.274,-0.106402
23.276,-0.0758641
23.278,-0.0444822
23.28,-0.0126095
23.282,0.0193949
23.284,0.0511705
23.286,0.0823595
23.288,0.11261
23.29,0.141583
23.292,0.16895
23.294,0.194403
23.296,0.217657
23.298,0.238449
23.3,0.256546
23.302,0.271743
23.304,0.283869
23.306,0.292789
23.308,0.298402
23.31,0.300646
23.312,0.299495
23.314,0.294963
23.316,0.287103
23.318,0.276003
23.32,0.261789
23.322,0.244623
23.324,0.224698
23.326,0.202241
23.328,0.177506
23.33,0.150772
23.332,0.122343
23.334,0.0925394
23.336,0.0616992
23.338,0.0301712
23.34,-0.00168779
23.342,-0.0335174
23.344,-0.0649574
23.346,-0.095652
23.348,-0.125254
23.35,-0.153429
23.352,-0.179857
23.354,-0.20424
23.356,-0.226302
23.358,-0.245794
23.36,-0.262495
23.362,-0.276216
23.364,-0.286803
23.366,-0.294135
23.368,-0.298131
23.37,-0.298746
23.372,-0.295974
23.374,-0.289845
23.376,-0.280431
23.378,-0.267839
23.38,-0.252213
23.382,-0.233729
23.384,-0.212599
23.386,-0.189063
23.388,-0.163388
23.39,-0.135866
23.392,-0.10681
23.394,-0.0765512
23.396,-0.0454323
23.398,-0.0138074
23.4,0.017964
23.402,0.0495209
23.404,0.0805046
23.406,0.110563
23.408,0.139354
23.41,0.166552
23.412,0.191846
23.414,0.21495
23.416,0.2356
23.418,0.253564
23.42,0.268636
23.422,0.280645
23.424,0.289456
23.426,0.294968
23.428,0.29712
23.43,0.295887
23.432,0.291285
23.434,0.283366
23.436,0.272221
23.438,0.257977
23.44,0.240798
23.442,0.22088
23.444,0.198451
23.446,0.173766
23.448,0.147107
23.45,0.118779
23.452,0.0891061
23.454,0.0584261
23.456,0.0270895
23.458,-0.00454595
23.46,-0.036119
23.462,-0.0672694
23.464,-0.0976414
23.466,-0.126888
23.468,-0.154676
23.47,-0.180689
23.472,-0.204628
23.474,-0.226221
23.476,-0.245222
23.478,-0.261414
23.48,-0.274612
23.482,-0.284666
23.484,-0.291461
23.486,-0.294921
23.488,-0.295007
23.49,-0.291718
23.492,-0.285092
23.494,-0.275205
23.496,-0.262173
23.498,-0.246143
23.5,-0.227301
23.502,-0.205863
23.504,-0.182074
23.506,-0.156208
23.508,-0.128561
23.51,-0.0994497
23.512,-0.0692088
23.514,-0.0381849
23.516,-0.00673354
23.518,0.0247845
23.52,0.0560079
23.522,0.0865787
23.524,0.116146
23.526,0.144372
23.528,0.170931
23.53,0.195521
23.532,0.217859
23.534,0.237688
23.536,0.254783
23.538,0.268946
23.54,0.280017
23.542,0.287868
23.544,0.292409
23.546,0.29359
23.548,0.291398
23.55,0.285857
23.552,0.277033
23.554,0.265028
23.556,0.249979
23.558,0.232061
23.56,0.211481
23.562,0.188475
23.564,0.163308
23.566,0.136271
23.568,0.107675
23.57,0.0778492
23.572,0.0471374
23.574,0.0158933
23.576,-0.0155233
23.578,-0.0467507
23.58,-0.0774291
23.582,-0.107205
23.584,-0.135737
23.586,-0.162694
23.588,-0.187768
23.59,-0.210669
23.592,-0.231133
23.594,-0.248926
23.596,-0.263843
23.598,-0.275712
23.6,-0.284396
23.602,-0.289797
23.604,-0.291852
23.606,-0.290539
23.608,-0.285873
23.61,-0.277908
23.612,-0.266738
23.614,-0.252492
23.616,-0.235334
23.618,-0.215465
23.62,-0.193112
23.622,-0.168537
23.624,-0.142022
23.626,-0.113875
23.628,-0.0844205
23.63,-0.0540004
23.632,-0.0229663
23.634,0.00832296
23.636,0.0395054
23.638,0.0702203
23.64,0.100112
23.642,0.128836
23.644,0.156059
23.646,0.181466
23.648,0.204765
23.65,0.225684
23.652,0.243984
23.654,0.259451
23.656,0.271908
23.658,0.281211
23.66,0.287252
23.662,0.289963
23.664,0.289312
23.666,0.285308
23.668,0.277997
23.67,0.267466
23.672,0.253836
23.674,0.237267
23.676,0.217952
23.678,0.196114
23.68,0.172008
23.682,0.145914
23.684,0.118135
23.686,0.0889939
23.688,0.0588298
23.69,0.0279927
23.692,-0.00315893
23.694,-0.0342633
23.696,-0.064959
23.698,-0.0948895
23.7,-0.123707
23.702,-0.151077
23.704,-0.176681
23.706,-0.200223
23.708,-0.221428
23.71,-0.240051
23.712,-0.255876
23.714,-0.268718
23.716,-0.27843
23.718,-0.284898
23.72,-0.288049
23.722,-0.287845
23.724,-0.284291
23.726,-0.277427
23.728,-0.267335
23.73,-0.254134
23.732,-0.237976
23.734,-0.219051
23.736,-0.19758
23.738,-0.173815
23.74,-0.148031
23.742,-0.12053
23.744,-0.0916341
23.746,-0.0616792
23.748,-0.0310152
23.75,0
23.752,0.0310046
23.754,0.0616368
23.756,0.0915392
23.758,0.120363
23.76,0.147772
23.762,0.173446
23.764,0.197086
23.766,0.218417
23.768,0.237189
23.77,0.253184
23.772,0.266215
23.774,0.276131
23.776,0.282817
23.778,0.286194
23.78,0.286225
23.782,0.282909
23.784,0.276286
23.786,0.266434
23.788,0.253469
23.79,0.237543
23.792,0.218843
23.794,0.197588
23.796,0.174029
23.798,0.14844
23.8,0.121122
23.802,0.0923955
23.804,0.0625967
23.806,0.032075
23.808,0.00118818
23.81,-0.0297019
23.812,-0.0602333
23.814,-0.0900481
23.816,-0.118797
23.818,-0.146144
23.82,-0.171767
23.822,-0.195367
23.824,-0.216668
23.826,-0.23542
23.828,-0.251403
23.83,-0.264431
23.832,-0.274351
23.834,-0.281047
23.836,-0.284442
23.838,-0.284497
23.84,-0.28121
23.842,-0.274622
23.844,-0.264811
23.846,-0.251892
23.848,-0.236019
23.85,-0.217377
23.852,-0.196187
23.854,-0.172698
23.856,-0.147187
23.858,-0.119954
23.86,-0.0913204
23.862,-0.0616224
23.864,-0.0312099
23.866,-0.000440855
23.868,0.0303227
23.87,0.0607187
23.872,0.0903893
23.874,0.118986
23.876,0.146171
23.878,0.171626
23.88,0.19505
23.882,0.216169
23.884,0.234734
23.886,0.250526
23.888,0.263361
23.89,0.273087
23.892,0.279591
23.894,0.282797
23.896,0.282666
23.898,0.279203
23.9,0.272447
23.902,0.26248
23.904,0.24942
23.906,0.233421
23.908,0.214673
23.91,0.193397
23.912,0.169846
23.914,0.144298
23.916,0.117055
23.918,0.0884389
23.92,0.0587883
23.922,0.0284536
23.924,-0.00220664
23.926,-0.03283
23.928,-0.0630546
23.93,-0.0925233
23.932,-0.120888
23.934,-0.147813
23.936,-0.17298
23.938,-0.196093
23.94,-0.216878
23.942,-0.235089
23.944,-0.250512
23.946,-0.262966
23.948,-0.272302
23.95,-0.278411
23.952,-0.281222
23.954,-0.280701
23.956,-0.276856
23.958,-0.269733
23.96,-0.259417
23.962,-0.246031
23.964,-0.229734
23.966,-0.21072
23.968,-0.189215
23.97,-0.165474
23.972,-0.13978
23.974,-0.112436
23.976,-0.0837692
23.978,-0.0541184
23.98,-0.023836
23.982,0.00671843
23.984,0.0371823
23.986,0.0671941
23.988,0.0963976
23.99,0.124446
23.992,0.151007
23.994,0.175765
23.996,0.198426
23.998,0.218722
24,0.236412
24.002,0.251286
24.004,0.263168
24.006,0.271918
24.008,0.277431
24.01,0.279644
24.012,0.27853
24.014,0.274104
24.016,0.266419
24.018,0.255566
24.02,0.241677
24.022,0.224916
24.024,0.205484
24.026,0.183612
24.028,0.159562
24.03,0.133621
24.032,0.106097
24.034,0.0773195
24.036,0.047631
24.038,0.0173855
24.04,-0.0130563
24.042,-0.0433316
24.044,-0.0730796
24.046,-0.101946
24.048,-0.129586
24.05,-0.155671
24.052,-0.17989
24.054,-0.201954
24.056,-0.2216
24.058,-0.238596
24.06,-0.252738
24.062,-0.263858
24.064,-0.271824
24.066,-0.276541
24.068,-0.277955
24.07,-0.276048
24.072,-0.270845
24.074,-0.262408
24.076,-0.250838
24.078,-0.236275
24.08,-0.218893
24.082,-0.198901
24.084,-0.176538
24.086,-0.152072
24.088,-0.125796
24.09,-0.0980251
24.092,-0.0690915
24.094,-0.0393416
24.096,-0.00913169
24.098,0.0211767
24.1,0.0512206
24.102,0.0806406
24.104,0.109084
24.106,0.136212
24.108,0.161698
24.11,0.185238
24.112,0.20655
24.114,0.22538
24.116,0.241502
24.118,0.254724
24.12,0.264888
24.122,0.271872
24.124,0.275594
24.126,0.276009
24.128,0.273114
24.13,0.266943
24.132,0.257572
24.134,0.245114
24.136,0.229718
24.138,0.21157
24.14,0.19089
24.142,0.167925
24.144,0.142951
24.146,0.11627
24.148,0.088202
24.15,0.0590844
24.152,0.0292675
24.154,-0.000890323
24.156,-0.0310265
24.158,-0.0607788
24.16,-0.0897896
24.162,-0.11771
24.164,-0.144205
24.166,-0.168956
24.168,-0.191665
24.17,-0.212061
24.172,-0.229897
24.174,-0.244959
24.176,-0.257068
24.178,-0.266078
24.18,-0.271881
24.182,-0.274408
24.184,-0.273629
24.186,-0.269554
24.188,-0.262234
24.19,-0.251757
24.192,-0.238249
24.194,-0.221875
24.196,-0.202833
24.198,-0.181352
24.2,-0.157692
24.202,-0.13214
24.204,-0.105002
24.206,-0.0766085
24.208,-0.0473007
24.21,-0.0174329
24.212,0.0126344
24.214,0.0425382
24.216,0.0719175
24.218,0.100418
24.22,0.127695
24.222,0.15342
24.224,0.177283
24.226,0.198995
24.228,0.218295
24.23,0.23495
24.232,0.248759
24.234,0.259556
24.236,0.267212
24.238,0.271633
24.24,0.272769
24.242,0.270604
24.244,0.265168
24.246,0.256525
24.248,0.244781
24.25,0.230079
24.252,0.212598
24.254,0.19255
24.256,0.170178
24.258,0.145754
24.26,0.119573
24.262,0.091954
24.264,0.0632309
24.266,0.0337524
24.268,0.00387564
24.27,-0.026037
24.272,-0.0556231
24.274,-0.0845239
24.276,-0.112389
24.278,-0.138881
24.28,-0.163679
24.282,-0.186483
24.284,-0.207015
24.286,-0.225029
24.288,-0.240304
24.29,-0.252658
24.292,-0.26194
24.294,-0.268038
24.296,-0.27088
24.298,-0.270431
24.3,-0.266697
24.302,-0.259725
24.304,-0.2496
24.306,-0.236446
24.308,-0.220423
24.31,-0.201727
24.312,-0.180585
24.314,-0.157256
24.316,-0.132023
24.318,-0.105194
24.32,-0.0770953
24.322,-0.048069
24.324,-0.0184687
24.326,0.0113453
24.328,0.0410102
24.33,0.0701649
24.332,0.0984545
24.334,0.125535
24.336,0.151076
24.338,0.174768
24.34,0.196323
24.342,0.215477
24.344,0.231999
24.346,0.245687
24.348,0.256376
24.35,0.263935
24.352,0.268273
24.354,0.269339
24.356,0.26712
24.358,0.261643
24.36,0.252977
24.362,0.241227
24.364,0.226538
24.366,0.209089
24.368,0.189096
24.37,0.166801
24.372,0.142477
24.374,0.116423
24.376,0.0889572
24.378,0.0604147
24.38,0.0311448
24.382,0.00150532
24.384,-0.0281415
24.386,-0.0574332
24.388,-0.0860119
24.39,-0.113528
24.392,-0.139646
24.394,-0.164047
24.396,-0.186431
24.398,-0.206527
24.4,-0.224089
24.402,-0.238902
24.404,-0.250785
24.406,-0.259595
24.408,-0.265223
24.41,-0.267602
24.412,-0.266703
24.414,-0.262539
24.416,-0.25516
24.418,-0.244658
24.42,-0.231162
24.422,-0.214839
24.424,-0.195888
24.426,-0.174544
24.428,-0.151068
24.43,-0.125749
24.432,-0.0988968
24.434,-0.070842
24.436,-0.0419288
24.438,-0.0125121
24.44,0.017047
24.442,0.0463857
24.444,0.075144
24.446,0.102969
24.448,0.129519
24.45,0.154469
24.452,0.177513
24.454,0.198367
24.456,0.216777
24.458,0.232517
24.46,0.245393
24.462,0.255249
24.464,0.261963
24.466,0.265455
24.468,0.265682
24.47,0.262641
24.472,0.256371
24.474,0.246951
24.476,0.234496
24.478,0.21916
24.48,0.201133
24.482,0.180638
24.484,0.157927
24.486,0.133281
24.488,0.107002
24.49,0.0794161
24.492,0.0508624
24.494,0.0216931
24.496,-0.00773247
24.498,-0.0370515
24.5,-0.0659028
24.502,-0.0939309
24.504,-0.12079
24.506,-0.14615
24.508,-0.169699
24.51,-0.191145
24.512,-0.210226
24.514,-0.226706
24.516,-0.240382
24.518,-0.251088
24.52,-0.25869
24.522,-0.263097
24.524,-0.264254
24.526,-0.262147
24.528,-0.256805
24.53,-0.248293
24.532,-0.236717
24.534,-0.222221
24.536,-0.204985
24.538,-0.185223
24.54,-0.163179
24.542,-0.139126
24.544,-0.113363
24.546,-0.0862078
24.548,-0.0579969
24.55,-0.0290795
24.552,0.000186446
24.554,0.0294389
24.556,0.0583159
24.558,0.0864601
24.56,0.113523
24.562,0.139171
24.564,0.163086
24.566,0.184972
24.568,0.204559
24.57,0.221605
24.572,0.235899
24.574,0.247265
24.576,0.255562
24.578,0.26069
24.58,0.262584
24.582,0.261222
24.584,0.256622
24.586,0.248841
24.588,0.237977
24.59,0.224166
24.592,0.207579
24.594,0.188423
24.596,0.166936
24.598,0.143386
24.6,0.118065
24.602,0.0912875
24.604,0.0633873
24.606,0.0347107
24.608,0.00561413
24.61,-0.023541
24.612,-0.0523923
24.614,-0.0805815
24.616,-0.107758
24.618,-0.133586
24.62,-0.157742
24.622,-0.179928
24.624,-0.199868
24.626,-0.217315
24.628,-0.232052
24.63,-0.243897
24.632,-0.252703
24.634,-0.258361
24.636,-0.260801
24.638,-0.259995
24.64,-0.255952
24.642,-0.248724
24.644,-0.238401
24.646,-0.225114
24.648,-0.209028
24.65,-0.190344
24.652,-0.169296
24.654,-0.146146
24.656,-0.121184
24.658,-0.0947212
24.66,-0.0670878
24.662,-0.0386287
24.664,-0.009699
24.666,0.0193404
24.668,0.0481272
24.67,0.0763025
24.672,0.103515
24.674,0.129424
24.676,0.153709
24.678,0.176065
24.68,0.196214
24.682,0.213906
24.684,0.228919
24.686,0.241068
24.688,0.2502
24.69,0.256203
24.692,0.259002
24.694,0.258563
24.696,0.254893
24.698,0.248038
24.7,0.238085
24.702,0.225158
24.704,0.209421
24.706,0.19107
24.708,0.170336
24.71,0.14748
24.712,0.122787
24.714,0.0965667
24.716,0.0691483
24.718,0.0408749
24.72,0.0121009
24.722,-0.0168133
24.724,-0.0455056
24.726,-0.0736166
24.728,-0.100794
24.73,-0.126698
24.732,-0.151005
24.734,-0.173409
24.736,-0.193631
24.738,-0.211417
24.74,-0.226546
24.742,-0.238827
24.744,-0.248109
24.746,-0.254274
24.748,-0.257248
24.75,-0.256992
24.752,-0.253511
24.754,-0.24685
24.756,-0.237093
24.758,-0.224363
24.76,-0.208821
24.762,-0.190663
24.764,-0.170117
24.766,-0.147443
24.768,-0.122925
24.77,-0.096872
24.772,-0.069612
24.774,-0.0414879
24.776,-0.0128534
24.778,0.0159314
24.78,0.0445045
24.782,0.0725065
24.784,0.0995855
24.786,0.125401
24.788,0.149629
24.79,0.171964
24.792,0.192126
24.794,0.209861
24.796,0.224948
24.798,0.237197
24.8,0.246454
24.802,0.252603
24.804,0.255569
24.806,0.255313
24.808,0.251841
24.81,0.245196
24.812,0.235464
24.814,0.222768
24.816,0.207269
24.818,0.189162
24.82,0.168677
24.822,0.146073
24.824,0.121636
24.826,0.0956736
24.828,0.0685145
24.83,0.0405016
24.832,0.0119887
24.834,-0.0166642
24.836,-0.0450952
24.838,-0.0729455
24.84,-0.0998634
24.842,-0.125509
24.844,-0.14956
24.846,-0.171711
24.848,-0.191683
24.85,-0.209226
24.852,-0.224116
24.854,-0.236168
24.856,-0.245229
24.858,-0.251186
24.86,-0.253964
24.862,-0.253528
24.864,-0.249886
24.866,-0.243083
24.868,-0.233207
24.87,-0.220384
24.872,-0.204777
24.874,-0.186583
24.876,-0.166035
24.878,-0.143392
24.88,-0.118943
24.882,-0.0929967
24.884,-0.0658829
24.886,-0.0379452
24.888,-0.00953799
24.89,0.0189787
24.892,0.0472434
24.894,0.0748977
24.896,0.101591
24.898,0.126986
24.9,0.15076
24.902,0.172612
24.904,0.192265
24.906,0.209471
24.908,0.224012
24.91,0.235704
24.912,0.2444
24.914,0.249989
24.916,0.252402
24.918,0.251608
24.92,0.24762
24.922,0.240488
24.924,0.230303
24.926,0.217196
24.928,0.201335
24.93,0.182921
24.932,0.162189
24.934,0.139404
24.936,0.114855
24.938,0.0888559
24.94,0.061737
24.942,0.0338439
24.944,0.0055315
24.946,-0.0228398
24.948,-0.0509089
24.95,-0.0783187
24.952,-0.10472
24.954,-0.129778
24.956,-0.153173
24.958,-0.174608
24.96,-0.19381
24.962,-0.210536
24.964,-0.224572
24.966,-0.235741
24.968,-0.243902
24.97,-0.24895
24.972,-0.250823
24.974,-0.249497
24.976,-0.24499
24.978,-0.23736
24.98,-0.226707
24.982,-0.213165
24.984,-0.19691
24.986,-0.178148
24.988,-0.157121
24.99,-0.134096
24.992,-0.109369
24.994,-0.0832563
24.996,-0.0560907
24.998,-0.0282199
25,0
25.002,0.0282083
25.004,0.0560447
25.006,0.0831535
25.008,0.109188
25.01,0.133817
25.012,0.156725
25.014,0.17762
25.016,0.196234
25.018,0.212332
25.02,0.225707
25.022,0.236188
25.024,0.243644
25.026,0.247979
25.028,0.249138
25.03,0.247107
25.032,0.241914
25.034,0.233626
25.036,0.222349
25.038,0.20823
25.04,0.191448
25.042,0.172221
25.044,0.150796
25.046,0.127446
25.048,0.102473
25.05,0.0761965
25.052,0.048954
25.054,0.0210951
25.056,-0.00702289
25.058,-0.0350392
25.06,-0.0625945
25.062,-0.0893353
25.064,-0.114919
25.066,-0.139017
25.068,-0.161321
25.07,-0.181545
25.072,-0.19943
25.074,-0.214747
25.076,-0.227299
25.078,-0.236927
25.08,-0.243508
25.082,-0.246957
25.084,-0.247232
25.086,-0.244329
25.088,-0.238287
25.09,-0.229185
25.092,-0.21714
25.094,-0.202307
25.096,-0.184879
25.098,-0.165081
25.1,-0.143167
25.102,-0.11942
25.104,-0.0941464
25.106,-0.0676717
25.108,-0.040337
25.11,-0.0124944
25.112,0.0154975
25.114,0.0432782
25.116,0.07049
25.118,0.0967825
25.12,0.121817
25.122,0.145272
25.124,0.166845
25.126,0.186259
25.128,0.203264
25.13,0.217642
25.132,0.229208
25.134,0.237813
25.136,0.243348
25.138,0.245741
25.14,0.244963
25.142,0.241025
25.144,0.233979
25.146,0.223916
25.148,0.210966
25.15,0.195299
25.152,0.177117
25.154,0.156655
25.156,0.134179
25.158,0.109978
25.16,0.0843676
25.162,0.0576774
25.164,0.0302532
25.166,0.00244937
25.168,-0.0253744
25.17,-0.0528585
25.172,-0.0796476
25.174,-0.105396
25.176,-0.12977
25.178,-0.152455
25.18,-0.173158
25.182,-0.191612
25.184,-0.207579
25.186,-0.220853
25.188,-0.231262
25.19,-0.238673
25.192,-0.242991
25.194,-0.24416
25.196,-0.242167
25.198,-0.237037
25.2,-0.228839
25.202,-0.217679
25.204,-0.203703
25.206,-0.187093
25.208,-0.168065
25.21,-0.146866
25.212,-0.123771
25.214,-0.0990813
25.216,-0.0731169
25.218,-0.046215
25.22,-0.0187249
25.222,0.00899649
25.224,0.0365894
25.226,0.0636958
25.228,0.0899639
25.23,0.115053
25.232,0.138637
25.234,0.160412
25.236,0.180093
25.238,0.197427
25.24,0.212188
25.242,0.224187
25.244,0.233266
25.246,0.239311
25.248,0.242241
25.25,0.242021
25.252,0.238655
25.254,0.232186
25.256,0.2227
25.258,0.210321
25.26,0.195211
25.262,0.177568
25.264,0.157621
25.266,0.135631
25.268,0.111886
25.27,0.086693
25.272,0.0603824
25.274,0.0332966
25.276,0.00578876
25.278,-0.0217828
25.28,-0.0490588
25.282,-0.075684
25.284,-0.101311
25.286,-0.125607
25.288,-0.148256
25.29,-0.168962
25.292,-0.187455
25.294,-0.203497
25.296,-0.216877
25.298,-0.227422
25.3,-0.234996
25.302,-0.2395
25.304,-0.240877
25.306,-0.239109
25.308,-0.234221
25.31,-0.226277
25.312,-0.215381
25.314,-0.201678
25.316,-0.185346
25.318,-0.1666
25.32,-0.145685
25.322,-0.122876
25.324,-0.098471
25.326,-0.0727891
25.328,-0.0461668
25.33,-0.0189523
25.332,0.00849829
25.334,0.035826
25.336,0.0626733
25.338,0.0886892
25.34,0.113534
25.342,0.136882
25.344,0.158428
25.346,0.177892
25.348,0.195019
25.35,0.209585
25.352,0.2214
25.354,0.230311
25.356,0.236201
25.358,0.238995
25.36,0.238656
25.362,0.23519
25.364,0.228643
25.366,0.219103
25.368,0.206694
25.37,0.19158
25.372,0.173961
25.374,0.154069
25.376,0.132164
25.378,0.108534
25.38,0.0834915
25.382,0.0573637
25.384,0.0304945
25.386,0.00323662
25.388,-0.0240519
25.39,-0.0510128
25.392,-0.0772922
25.394,-0.102545
25.396,-0.12644
25.398,-0.148664
25.4,-0.168925
25.402,-0.186957
25.404,-0.202524
25.406,-0.215423
25.408,-0.225484
25.41,-0.232577
25.412,-0.236608
25.414,-0.237525
25.416,-0.235318
25.418,-0.230016
25.42,-0.22169
25.422,-0.210451
25.424,-0.196447
25.426,-0.179863
25.428,-0.160919
25.43,-0.139865
25.432,-0.116978
25.434,-0.09256
25.436,-0.0669339
25.438,-0.0404372
25.44,-0.0134192
25.442,0.0137637
25.444,0.0407534
25.446,0.0671941
25.448,0.0927374
25.45,0.117047
25.452,0.139802
25.454,0.160704
25.456,0.179477
25.458,0.195874
25.46,0.20968
25.462,0.220712
25.464,0.228827
25.466,0.233918
25.468,0.235919
25.47,0.234805
25.472,0.23059
25.474,0.223331
25.476,0.213127
25.478,0.200111
25.48,0.184457
25.482,0.166372
25.484,0.146097
25.486,0.123899
25.488,0.100074
25.49,0.0749353
25.492,0.0488172
25.494,0.0220651
25.496,-0.00496715
25.498,-0.0319217
25.5,-0.0584421
25.502,-0.0841775
25.504,-0.108787
25.506,-0.131947
25.508,-0.153349
25.51,-0.172711
25.512,-0.189778
25.514,-0.204324
25.516,-0.216158
25.518,-0.225122
25.52,-0.2311
25.522,-0.234013
25.524,-0.233824
25.526,-0.230535
25.528,-0.224192
25.53,-0.214879
25.532,-0.202721
25.534,-0.18788
25.536,-0.170553
25.538,-0.150972
25.54,-0.129396
25.542,-0.106113
25.544,-0.0814317
25.546,-0.0556807
25.548,-0.029202
25.55,-0.00234736
25.552,0.0245265
25.554,0.0510628
25.556,0.0769089
25.558,0.101722
25.56,0.125172
25.562,0.146949
25.564,0.166763
25.566,0.184352
25.568,0.199483
25.57,0.211954
25.572,0.221601
25.574,0.228298
25.576,0.231954
25.578,0.232523
25.58,0.229999
25.582,0.224415
25.584,0.215847
25.586,0.20441
25.588,0.190257
25.59,0.173577
25.592,0.154594
25.594,0.13356
25.596,0.110757
25.598,0.0864879
25.6,0.0610779
25.602,0.0348655
25.604,0.00820007
25.606,-0.0185627
25.608,-0.0450659
25.61,-0.0709565
25.612,-0.0958893
25.614,-0.119532
25.616,-0.14157
25.618,-0.16171
25.62,-0.179683
25.622,-0.19525
25.624,-0.208205
25.626,-0.218375
25.628,-0.225625
25.63,-0.22986
25.632,-0.231023
25.634,-0.229101
25.636,-0.22412
25.638,-0.216147
25.64,-0.20529
25.642,-0.191695
25.644,-0.175544
25.646,-0.157054
25.648,-0.136474
25.65,-0.114077
25.652,-0.090166
25.654,-0.0650596
25.656,-0.0390943
25.658,-0.0126178
25.66,0.0140155
25.662,0.0404493
25.664,0.0663298
25.666,0.0913108
25.668,0.115058
25.67,0.137254
25.672,0.157603
25.674,0.175832
25.676,0.191697
25.678,0.204987
25.68,0.215525
25.682,0.223171
25.684,0.227822
25.686,0.229418
25.688,0.227937
25.69,0.223402
25.692,0.215873
25.694,0.205453
25.696,0.192282
25.698,0.176537
25.7,0.158432
25.702,0.138208
25.704,0.11614
25.706,0.0925222
25.708,0.0676736
25.71,0.0419278
25.712,0.0156307
25.714,-0.0108642
25.716,-0.0372012
25.718,-0.0630265
25.72,-0.0879932
25.722,-0.111766
25.724,-0.134027
25.726,-0.154475
25.728,-0.172838
25.73,-0.188869
25.732,-0.202354
25.734,-0.213111
25.736,-0.220997
25.738,-0.225906
25.74,-0.227774
25.742,-0.226577
25.744,-0.222331
25.746,-0.215095
25.748,-0.204967
25.75,-0.192085
25.752,-0.176622
25.754,-0.158787
25.756,-0.138822
25.758,-0.116997
25.76,-0.0936053
25.762,-0.0689633
25.764,-0.0434033
25.766,-0.01727
25.768,0.00908402
25.77,0.0353035
25.772,0.0610349
25.774,0.0859314
25.776,0.109658
25.778,0.131894
25.78,0.15234
25.782,0.170722
25.784,0.186792
25.786,0.200333
25.788,0.211164
25.79,0.219139
25.792,0.224152
25.794,0.226136
25.796,0.225065
25.798,0.220955
25.8,0.213861
