Time - Fc (N,Amplitude - Fc (N
26.328,0.179966
26.33,0.19136
26.332,0.200127
26.334,0.206148
26.336,0.209342
26.338,0.209667
26.34,0.207119
26.342,0.201734
26.344,0.193588
26.346,0.182792
26.348,0.169497
26.35,0.153885
26.352,0.136172
26.354,0.116601
26.356,0.0954412
26.358,0.0729837
26.36,0.0495369
26.362,0.0254229
26.364,0.000972756
26.366,-0.023478
26.368,-0.0475938
26.37,-0.0710438
26.372,-0.0935067
26.374,-0.114674
26.376,-0.134257
26.378,-0.151986
26.38,-0.16762
26.382,-0.180943
26.384,-0.191775
26.386,-0.199968
26.388,-0.20541
26.39,-0.208027
26.392,-0.207785
26.394,-0.204689
26.396,-0.198782
26.398,-0.190146
26.4,-0.178901
26.402,-0.165204
26.404,-0.149242
26.406,-0.131238
26.408,-0.111438
26.41,-0.090117
26.412,-0.0675676
26.414,-0.0441008
26.416,-0.0200398
26.418,0.00428418
26.42,0.0285364
26.422,0.0523832
26.424,0.0754967
26.426,0.0975589
26.428,0.118267
26.43,0.137336
26.432,0.154505
26.434,0.169537
26.436,0.182227
26.438,0.192401
26.44,0.19992
26.442,0.204682
26.444,0.206622
26.446,0.205714
26.448,0.201973
26.45,0.195451
26.452,0.186239
26.454,0.174465
26.456,0.160293
26.458,0.143919
26.46,0.125569
26.462,0.105498
26.464,0.0839833
26.466,0.0613217
26.468,0.0378264
26.47,0.0138219
26.472,-0.0103605
26.474,-0.0343871
26.476,-0.0579265
26.478,-0.0806541
26.48,-0.102257
26.482,-0.122436
26.484,-0.140915
26.486,-0.157439
26.488,-0.171781
26.49,-0.183743
26.492,-0.193162
26.494,-0.199908
26.496,-0.20389
26.498,-0.205053
26.5,-0.203384
26.502,-0.198905
26.504,-0.19168
26.506,-0.181811
26.508,-0.169434
26.51,-0.154722
26.512,-0.13788
26.514,-0.11914
26.516,-0.0987638
26.518,-0.0770326
26.52,-0.0542478
26.522,-0.0307249
26.524,-0.00678975
26.526,0.0172265
26.528,0.0409916
26.53,0.0641768
26.532,0.0864615
26.534,0.107538
26.536,0.127115
26.538,0.144922
26.54,0.160713
26.542,0.174271
26.544,0.185409
26.546,0.193973
26.548,0.199847
26.55,0.20295
26.552,0.203241
26.554,0.200716
26.556,0.195411
26.558,0.187402
26.56,0.176801
26.562,0.163756
26.564,0.148448
26.566,0.13109
26.568,0.111925
26.57,0.0912185
26.572,0.0692584
26.574,0.0463499
26.576,0.022811
26.578,-0.00103151
26.58,-0.0248468
26.582,-0.0483046
26.584,-0.0710795
26.586,-0.0928559
26.588,-0.113332
26.59,-0.132224
26.592,-0.149271
26.594,-0.164237
26.596,-0.176914
26.598,-0.187129
26.6,-0.19474
26.602,-0.199642
26.604,-0.20177
26.606,-0.201093
26.608,-0.197624
26.61,-0.191412
26.612,-0.182543
26.614,-0.171143
26.616,-0.157371
26.618,-0.14142
26.62,-0.123511
26.622,-0.103896
26.624,-0.0828468
26.626,-0.0606572
26.628,-0.0376364
26.63,-0.0141048
26.632,0.00961018
26.634,0.0331785
26.636,0.0562725
26.638,0.078571
26.64,0.0997641
26.642,0.119558
26.644,0.137676
26.646,0.153869
26.648,0.167912
26.65,0.179609
26.652,0.188799
26.654,0.195356
26.656,0.199189
26.658,0.200246
26.66,0.198514
26.662,0.194017
26.664,0.18682
26.666,0.177025
26.668,0.164768
26.67,0.150223
26.672,0.133591
26.674,0.115107
26.676,0.0950292
26.678,0.0736373
26.68,0.0512305
26.682,0.0281218
26.684,0.00463364
26.686,-0.0189062
26.688,-0.0421694
26.69,-0.0648315
26.692,-0.0865768
26.694,-0.107102
26.696,-0.126122
26.698,-0.143371
26.7,-0.15861
26.702,-0.171627
26.704,-0.182241
26.706,-0.190305
26.708,-0.195708
26.71,-0.198375
26.712,-0.19827
26.714,-0.195397
26.716,-0.189796
26.718,-0.181547
26.72,-0.170766
26.722,-0.157606
26.724,-0.14225
26.726,-0.124916
26.728,-0.105845
26.73,-0.0853052
26.732,-0.0635846
26.734,-0.0409871
26.736,-0.0178291
26.738,0.00556538
26.74,0.028869
26.742,0.0517559
26.744,0.0739062
26.746,0.0950103
26.748,0.114774
26.75,0.13292
26.752,0.149196
26.754,0.163376
26.756,0.175261
26.758,0.184686
26.76,0.191521
26.762,0.195671
26.764,0.197079
26.766,0.195726
26.768,0.191633
26.77,0.184859
26.772,0.175499
26.774,0.163686
26.776,0.149586
26.778,0.133398
26.78,0.115351
26.782,0.0956963
26.784,0.0747118
26.786,0.0526918
26.788,0.0299455
26.79,0.00679215
26.792,-0.0164435
26.794,-0.0394355
26.796,-0.0618616
26.798,-0.0834075
26.8,-0.103771
26.802,-0.122668
26.804,-0.139833
26.806,-0.155027
26.808,-0.168036
26.81,-0.17868
26.812,-0.18681
26.814,-0.192314
26.816,-0.195114
26.818,-0.195174
26.82,-0.192493
26.822,-0.18711
26.824,-0.179103
26.826,-0.168585
26.828,-0.155705
26.83,-0.140644
26.832,-0.123617
26.834,-0.104861
26.836,-0.0846431
26.838,-0.0632468
26.84,-0.0409736
26.842,-0.018137
26.844,0.00494163
26.846,0.0279377
26.848,0.050528
26.85,0.0723949
26.852,0.0932313
26.854,0.112745
26.856,0.130661
26.858,0.146729
26.86,0.160723
26.862,0.172448
26.864,0.18174
26.866,0.188468
26.868,0.19254
26.87,0.193899
26.872,0.192528
26.874,0.188447
26.876,0.181715
26.878,0.172427
26.88,0.160717
26.882,0.146749
26.884,0.130722
26.886,0.112862
26.888,0.093423
26.89,0.0726781
26.892,0.0509209
26.894,0.0284585
26.896,0.00560768
26.898,-0.0173091
26.9,-0.0399688
26.902,-0.062052
26.904,-0.0832476
26.906,-0.103257
26.908,-0.121799
26.91,-0.138612
26.912,-0.15346
26.914,-0.166135
26.916,-0.176458
26.918,-0.184285
26.92,-0.189508
26.922,-0.192052
26.924,-0.191884
26.926,-0.189008
26.928,-0.183464
26.93,-0.175334
26.932,-0.164732
26.934,-0.15181
26.936,-0.136751
26.938,-0.11977
26.94,-0.101106
26.942,-0.081024
26.944,-0.059809
26.946,-0.0377611
26.948,-0.0151922
26.95,0.00757837
26.952,0.0302287
26.954,0.0524387
26.956,0.0738945
26.958,0.0942931
26.96,0.113346
26.962,0.130786
26.964,0.146365
26.966,0.159866
26.968,0.171096
26.97,0.1799
26.972,0.186153
26.974,0.189768
26.976,0.190696
26.978,0.188923
26.98,0.184478
26.982,0.177423
26.984,0.167861
26.986,0.155927
26.988,0.141792
26.99,0.125657
26.992,0.107752
26.994,0.0883309
26.996,0.0676696
26.998,0.0460615
27,0.0238133
27.002,0.00124058
27.004,-0.0213366
27.006,-0.0435983
27.008,-0.0652289
27.01,-0.0859223
27.012,-0.105385
27.014,-0.123343
27.016,-0.139541
27.018,-0.15375
27.02,-0.16577
27.022,-0.175432
27.024,-0.182599
27.026,-0.187172
27.028,-0.189086
27.03,-0.188315
27.032,-0.184872
27.034,-0.178807
27.036,-0.170207
27.038,-0.159196
27.04,-0.145932
27.042,-0.130602
27.044,-0.113427
27.046,-0.0946513
27.048,-0.0745419
27.05,-0.0533855
27.052,-0.0314829
27.054,-0.00914593
27.056,0.0133079
27.058,0.0355595
27.06,0.0572926
27.062,0.0781986
27.064,0.0979807
27.066,0.116358
27.068,0.13307
27.07,0.147881
27.072,0.160579
27.074,0.170986
27.076,0.178955
27.078,0.184373
27.08,0.187166
27.082,0.187293
27.084,0.184755
27.086,0.17959
27.088,0.171871
27.09,0.161711
27.092,0.149254
27.094,0.13468
27.096,0.118197
27.098,0.100041
27.1,0.0804702
27.102,0.0597652
27.104,0.0382212
27.106,0.0161454
27.108,-0.00614738
27.11,-0.0283393
27.112,-0.0501143
27.114,-0.0711622
27.116,-0.0911834
27.118,-0.109893
27.12,-0.127025
27.122,-0.142335
27.124,-0.155607
27.126,-0.166653
27.128,-0.175315
27.13,-0.181471
27.132,-0.185035
27.134,-0.185958
27.136,-0.184226
27.138,-0.179867
27.14,-0.172944
27.142,-0.163557
27.144,-0.151841
27.146,-0.137965
27.148,-0.122127
27.15,-0.104555
27.152,-0.0855012
27.154,-0.0652373
27.156,-0.0440539
27.158,-0.0222538
27.16,-0.000148947
27.162,0.0219449
27.164,0.0437119
27.166,0.0648414
27.168,0.0850316
27.17,0.103995
27.172,0.12146
27.174,0.137178
27.176,0.150926
27.178,0.162508
27.18,0.171759
27.182,0.178549
27.184,0.182781
27.186,0.184396
27.188,0.183372
27.19,0.179726
27.192,0.173511
27.194,0.164816
27.196,0.153768
27.198,0.140526
27.2,0.125281
27.202,0.108251
27.204,0.0896824
27.206,0.0698406
27.208,0.0490107
27.21,0.0274915
27.212,0.0055915
27.214,-0.0163753
27.216,-0.0380944
27.218,-0.0592545
27.22,-0.0795529
27.222,-0.0986992
27.224,-0.116419
27.226,-0.13246
27.228,-0.146593
27.23,-0.158616
27.232,-0.168358
27.234,-0.175679
27.236,-0.180478
27.238,-0.182685
27.24,-0.182271
27.242,-0.179243
27.244,-0.173645
27.246,-0.16556
27.248,-0.155104
27.25,-0.142429
27.252,-0.127717
27.254,-0.111182
27.256,-0.0930604
27.258,-0.0736143
27.26,-0.0531232
27.262,-0.0318818
27.264,-0.0101955
27.266,0.011624
27.268,0.0332632
27.27,0.0544115
27.272,0.0747653
27.274,0.0940325
27.276,0.111937
27.278,0.128222
27.28,0.142655
27.282,0.155028
27.284,0.165165
27.286,0.172922
27.288,0.178189
27.29,0.18089
27.292,0.180988
27.294,0.178484
27.296,0.173414
27.298,0.165852
27.3,0.15591
27.302,0.143731
27.304,0.129491
27.306,0.113396
27.308,0.0956798
27.31,0.0765971
27.312,0.0564236
27.314,0.0354503
27.316,0.0139794
27.318,-0.00767947
27.32,-0.0292145
27.322,-0.0503155
27.324,-0.0706789
27.326,-0.0900117
27.328,-0.108036
27.33,-0.124493
27.332,-0.139145
27.334,-0.151784
27.336,-0.162228
27.338,-0.170327
27.34,-0.175966
27.342,-0.179064
27.344,-0.17958
27.346,-0.177505
27.348,-0.172873
27.35,-0.16575
27.352,-0.156241
27.354,-0.144484
27.356,-0.130651
27.358,-0.11494
27.36,-0.0975817
27.362,-0.0788256
27.364,-0.0589435
27.366,-0.0382231
27.368,-0.0169638
27.37,0.00452724
27.372,0.0259396
27.374,0.046964
27.376,0.0672973
27.378,0.0866461
27.38,0.104731
27.382,0.121293
27.384,0.136091
27.386,0.148915
27.388,0.159579
27.39,0.16793
27.392,0.173849
27.394,0.177252
27.396,0.17809
27.398,0.176354
27.4,0.172069
27.402,0.165299
27.404,0.156143
27.406,0.144734
27.408,0.131239
27.41,0.115855
27.412,0.0988035
27.414,0.0803337
27.416,0.060713
27.418,0.0402261
27.42,0.0191699
27.422,-0.00215056
27.424,-0.0234265
27.426,-0.0443501
27.428,-0.0646184
27.43,-0.0839384
27.432,-0.102031
27.434,-0.118634
27.436,-0.133509
27.438,-0.14644
27.44,-0.157242
27.442,-0.16576
27.444,-0.17187
27.446,-0.175485
27.448,-0.176556
27.45,-0.175066
27.452,-0.17104
27.454,-0.164537
27.456,-0.155653
27.458,-0.144517
27.46,-0.131293
27.462,-0.116173
27.464,-0.099378
27.466,-0.0811518
27.468,-0.0617599
27.47,-0.0414842
27.472,-0.0206194
27.474,0.000531376
27.476,0.0216611
27.478,0.042463
27.48,0.0626354
27.482,0.0818858
27.484,0.0999351
27.486,0.116522
27.488,0.131406
27.49,0.144373
27.492,0.155234
27.494,0.163834
27.496,0.170048
27.498,0.173788
27.5,0.175
27.502,0.173669
27.504,0.169814
27.506,0.163494
27.508,0.154801
27.51,0.143864
27.512,0.130842
27.514,0.115925
27.516,0.099333
27.518,0.0813066
27.52,0.0621091
27.522,0.0420204
27.524,0.0213333
27.526,0.000349064
27.528,-0.0206269
27.53,-0.0412893
27.532,-0.0613375
27.534,-0.0804803
27.536,-0.0984393
27.538,-0.114954
27.54,-0.129784
27.542,-0.142715
27.544,-0.15356
27.546,-0.162161
27.548,-0.168395
27.55,-0.172173
27.552,-0.173439
27.554,-0.172178
27.556,-0.168409
27.558,-0.162189
27.56,-0.153609
27.562,-0.142795
27.564,-0.129907
27.566,-0.115134
27.568,-0.0986914
27.57,-0.0808206
27.572,-0.0617827
27.574,-0.0418561
27.576,-0.0213319
27.578,-0.000509794
27.58,0.0203063
27.582,0.0408128
27.584,0.0607105
27.586,0.0797095
27.588,0.0975329
27.59,0.113921
27.592,0.128636
27.594,0.141464
27.596,0.152218
27.598,0.160742
27.6,0.166914
27.602,0.170644
27.604,0.17188
27.606,0.170604
27.608,0.166836
27.61,0.160634
27.612,0.152089
27.614,0.141326
27.616,0.128506
27.618,0.113815
27.62,0.097471
27.622,0.0797123
27.624,0.0607997
27.626,0.0410105
27.628,0.0206344
27.63,-3.01E-05
27.632,-0.0206807
27.634,-0.0410154
27.636,-0.0607368
27.638,-0.0795567
27.64,-0.0972004
27.642,-0.11341
27.644,-0.12795
27.646,-0.140607
27.648,-0.151198
27.65,-0.159569
27.652,-0.165598
27.654,-0.169198
27.656,-0.170319
27.658,-0.168945
27.66,-0.165097
27.662,-0.158833
27.664,-0.150247
27.666,-0.139465
27.668,-0.126647
27.67,-0.111982
27.672,-0.0956847
27.674,-0.0779961
27.676,-0.0591759
27.678,-0.0395005
27.68,-0.019259
27.682,0.00125153
27.684,0.0217302
27.686,0.0418768
27.688,0.0613959
27.69,0.0800016
27.692,0.0974215
27.694,0.113401
27.696,0.127705
27.698,0.140127
27.7,0.150484
27.702,0.158625
27.704,0.164433
27.706,0.167823
27.708,0.168747
27.71,0.167193
27.712,0.163184
27.714,0.156782
27.716,0.148082
27.718,0.137212
27.72,0.124334
27.722,0.109638
27.724,0.0933409
27.726,0.0756828
27.728,0.0569243
27.73,0.0373416
27.732,0.0172231
27.734,-0.00313526
27.736,-0.023434
27.738,-0.0433747
27.74,-0.0626643
27.742,-0.0810196
27.744,-0.098171
27.746,-0.113867
27.748,-0.127878
27.75,-0.139998
27.752,-0.15005
27.754,-0.157887
27.756,-0.163396
27.758,-0.166497
27.76,-0.167144
27.762,-0.165331
27.764,-0.161085
27.766,-0.15447
27.768,-0.145585
27.77,-0.134562
27.772,-0.121565
27.774,-0.106786
27.776,-0.0904437
27.778,-0.0727799
27.78,-0.0540557
27.782,-0.0345476
27.784,-0.0145434
27.786,0.00566163
27.788,0.0257697
27.79,0.0454844
27.792,0.0645153
27.794,0.0825822
27.796,0.0994193
27.798,0.114779
27.8,0.128435
27.802,0.140188
27.804,0.149866
27.806,0.157325
27.808,0.162459
27.81,0.165192
27.812,0.165485
27.814,0.163336
27.816,0.158778
27.818,0.151879
27.82,0.142742
27.822,0.131504
27.824,0.118332
27.826,0.103422
27.828,0.0869937
27.83,0.0692921
27.832,0.050579
27.834,0.0311313
27.836,0.0112369
27.838,-0.0088101
27.84,-0.0287133
27.842,-0.0481786
27.844,-0.0669187
27.846,-0.0846568
27.848,-0.101131
27.85,-0.1161
27.852,-0.129341
27.854,-0.140661
27.856,-0.149893
27.858,-0.156901
27.86,-0.161584
27.862,-0.163873
27.864,-0.163737
27.866,-0.161177
27.868,-0.156235
27.87,-0.148983
27.872,-0.139532
27.874,-0.128021
27.876,-0.114623
27.878,-0.0995379
27.88,-0.0829888
27.882,-0.0652221
27.884,-0.0465017
27.886,-0.0271053
27.888,-0.00732077
27.89,0.0125587
27.892,0.0322385
27.894,0.0514271
27.896,0.0698404
27.898,0.0872062
27.9,0.103267
27.902,0.117787
27.904,0.130551
27.906,0.14137
27.908,0.150086
27.91,0.15657
27.912,0.160728
27.914,0.162499
27.916,0.161858
27.918,0.158817
27.92,0.153422
27.922,0.145754
27.924,0.135929
27.926,0.124093
27.928,0.110424
27.93,0.095125
27.932,0.0784246
27.934,0.0605713
27.936,0.0418311
27.938,0.0224827
27.94,0.00281386
27.942,-0.0168832
27.944,-0.0363159
27.946,-0.0551956
27.948,-0.0732422
27.95,-0.0901881
27.952,-0.105782
27.954,-0.119793
27.956,-0.132014
27.958,-0.142265
27.96,-0.150393
27.962,-0.15628
27.964,-0.15984
27.966,-0.16102
27.968,-0.159804
27.97,-0.156213
27.972,-0.150301
27.974,-0.142157
27.976,-0.131904
27.978,-0.119696
27.98,-0.105715
27.982,-0.090171
27.984,-0.0732956
27.986,-0.0553411
27.988,-0.0365752
27.99,-0.017278
27.992,0.00226293
27.994,0.0217565
27.996,0.0409125
27.998,0.0594457
28,0.0770806
28.002,0.0935549
28.004,0.108624
28.006,0.122064
28.008,0.133676
28.01,0.143288
28.012,0.150757
28.014,0.155974
28.016,0.158863
28.018,0.159381
28.02,0.157523
28.022,0.153317
28.024,0.146828
28.026,0.138154
28.028,0.127425
28.03,0.114803
28.032,0.100478
28.034,0.0846633
28.036,0.0675966
28.038,0.0495333
28.04,0.0307435
28.042,0.0115081
28.044,-0.00788546
28.046,-0.0271476
28.048,-0.0459908
28.05,-0.064134
28.052,-0.0813067
28.054,-0.0972529
28.056,-0.111735
28.058,-0.124539
28.06,-0.135472
28.062,-0.144374
28.064,-0.151113
28.066,-0.155588
28.068,-0.157736
28.07,-0.157524
28.072,-0.154958
28.074,-0.150077
28.076,-0.142956
28.078,-0.133703
28.08,-0.122457
28.082,-0.109387
28.084,-0.0946912
28.086,-0.0785893
28.088,-0.0613233
28.09,-0.0431521
28.092,-0.0243482
28.094,-0.00519347
28.096,0.0140253
28.098,0.0330205
28.1,0.0515078
28.102,0.0692109
28.104,0.0858652
28.106,0.101222
28.108,0.115052
28.11,0.127149
28.112,0.137334
28.114,0.145453
28.116,0.151389
28.118,0.155052
28.12,0.156389
28.122,0.155382
28.124,0.152047
28.126,0.146436
28.128,0.138634
28.13,0.12876
28.132,0.116962
28.134,0.10342
28.136,0.088336
28.138,0.0719385
28.14,0.0544739
28.142,0.0362048
28.144,0.0174059
28.146,-0.00164062
28.148,-0.0206488
28.15,-0.0393333
28.152,-0.0574142
28.154,-0.0746203
28.156,-0.090694
28.158,-0.105395
28.16,-0.118503
28.162,-0.129822
28.164,-0.139184
28.166,-0.146448
28.168,-0.151509
28.17,-0.15429
28.172,-0.154751
28.174,-0.152888
28.176,-0.148728
28.178,-0.142337
28.18,-0.133812
28.182,-0.123282
28.184,-0.110907
28.186,-0.0968741
28.188,-0.0813948
28.19,-0.0647031
28.192,-0.0470507
28.194,-0.0287036
28.196,-0.00993828
28.198,0.00896284
28.2,0.0277153
28.202,0.0460372
28.204,0.0636532
28.206,0.0802985
28.208,0.0957233
28.21,0.109696
28.212,0.122008
28.214,0.132475
28.216,0.140939
28.218,0.147276
28.22,0.15139
28.222,0.153222
28.224,0.152745
28.226,0.149968
28.228,0.144934
28.23,0.137721
28.232,0.128438
28.234,0.117227
28.236,0.104257
28.238,0.0897266
28.24,0.0738541
28.242,0.0568802
28.244,0.0390613
28.246,0.0206667
28.248,0.00197412
28.25,-0.0167345
28.252,-0.0351769
28.254,-0.0530753
28.256,-0.0701598
28.258,-0.0861735
28.26,-0.100875
28.262,-0.114044
28.264,-0.125483
28.266,-0.135019
28.268,-0.142511
28.27,-0.147846
28.272,-0.150946
28.274,-0.151764
28.276,-0.150291
28.278,-0.14655
28.28,-0.140598
28.282,-0.132527
28.284,-0.122461
28.286,-0.110553
28.288,-0.0969828
28.29,-0.081958
28.292,-0.065706
28.294,-0.0484732
28.296,-0.0305207
28.298,-0.0121203
28.3,0.00644961
28.302,0.0249082
28.304,0.0429764
28.306,0.0603813
28.308,0.0768602
28.31,0.0921645
28.312,0.106063
28.314,0.118348
28.316,0.128832
28.318,0.13736
28.32,0.143803
28.322,0.148066
28.324,0.150084
28.326,0.14983
28.328,0.147308
28.33,0.142558
28.332,0.135653
28.334,0.1267
28.336,0.115834
28.338,0.103223
28.34,0.0890584
28.342,0.0735552
28.344,0.0569494
28.346,0.0394935
28.348,0.0214523
28.35,0.00309959
28.352,-0.0152862
28.354,-0.0334265
28.356,-0.0510464
28.358,-0.0678793
28.36,-0.0836705
28.362,-0.0981811
28.364,-0.111192
28.366,-0.122507
28.368,-0.131956
28.37,-0.139396
28.372,-0.144716
28.374,-0.147836
28.376,-0.148712
28.378,-0.14733
28.38,-0.143714
28.382,-0.137919
28.384,-0.130035
28.386,-0.120184
28.388,-0.108516
28.39,-0.0952089
28.392,-0.0804665
28.394,-0.0645135
28.396,-0.0475929
28.398,-0.0299623
28.4,-0.01189
28.402,0.00634907
28.404,0.0244778
28.406,0.0422208
28.408,0.0593088
28.41,0.0754824
28.412,0.0904964
28.414,0.104123
28.416,0.116157
28.418,0.126416
28.42,0.134745
28.422,0.141018
28.424,0.145143
28.426,0.147056
28.428,0.146732
28.43,0.144176
28.432,0.139428
28.434,0.132563
28.436,0.123686
28.438,0.112933
28.44,0.10047
28.442,0.0864874
28.444,0.071199
28.446,0.0548385
28.448,0.0376557
28.45,0.0199127
28.452,0.00188021
28.454,-0.016167
28.456,-0.0339542
28.458,-0.0512103
28.46,-0.0676731
28.462,-0.0830921
28.464,-0.0972332
28.466,-0.109882
28.468,-0.120846
28.47,-0.12996
28.472,-0.137085
28.474,-0.142116
28.476,-0.144976
28.478,-0.145623
28.48,-0.144049
28.482,-0.14028
28.484,-0.134374
28.486,-0.126423
28.488,-0.11655
28.49,-0.104906
28.492,-0.091671
28.494,-0.0770472
28.496,-0.061259
28.498,-0.0445481
28.5,-0.0271703
28.502,-0.00939125
28.504,0.00851732
28.506,0.0262819
28.508,0.0436313
28.51,0.0603009
28.512,0.0760365
28.514,0.0905984
28.516,0.103765
28.518,0.115336
28.52,0.125136
28.522,0.133016
28.524,0.138858
28.526,0.142573
28.528,0.144105
28.53,0.143434
28.532,0.14057
28.534,0.13556
28.536,0.128481
28.538,0.119443
28.54,0.108585
28.542,0.0960745
28.544,0.0821046
28.546,0.0668897
28.548,0.0506634
28.55,0.0336747
28.552,0.0161841
28.554,-0.00154041
28.556,-0.0192274
28.558,-0.0366061
28.56,-0.0534107
28.562,-0.0693844
28.564,-0.0842831
28.566,-0.0978795
28.568,-0.109966
28.57,-0.120359
28.572,-0.1289
28.574,-0.13546
28.576,-0.13994
28.578,-0.142271
28.58,-0.142421
28.582,-0.140389
28.584,-0.136206
28.586,-0.129939
28.588,-0.121685
28.59,-0.111572
28.592,-0.0997567
28.594,-0.0864211
