Time - Fc (N,Amplitude - Fc (N
2.916,-0.90645
2.918,-0.900528
2.92,-0.892658
2.922,-0.882859
2.924,-0.87115
2.926,-0.857556
2.928,-0.842106
2.93,-0.824833
2.932,-0.805775
2.934,-0.784972
2.936,-0.762468
2.938,-0.738312
2.94,-0.712555
2.942,-0.685254
2.944,-0.656468
2.946,-0.626257
2.948,-0.594687
2.95,-0.561827
2.952,-0.527747
2.954,-0.492522
2.956,-0.456227
2.958,-0.418941
2.96,-0.380744
2.962,-0.34172
2.964,-0.301954
2.966,-0.26153
2.968,-0.220538
2.97,-0.179066
2.972,-0.137204
2.974,-0.0950443
2.976,-0.0526773
2.978,-0.0101957
2.98,0.0323081
2.982,0.0747413
2.984,0.117011
2.986,0.159026
2.988,0.200694
2.99,0.241924
2.992,0.282626
2.994,0.322712
2.996,0.362092
2.998,0.400682
3,0.438396
3.002,0.475152
3.004,0.51087
3.006,0.545471
3.008,0.578879
3.01,0.611021
3.012,0.641826
3.014,0.671227
3.016,0.699158
3.018,0.725558
3.02,0.75037
3.022,0.773537
3.024,0.79501
3.026,0.81474
3.028,0.832684
3.03,0.848803
3.032,0.863059
3.034,0.875422
3.036,0.885864
3.038,0.894361
3.04,0.900894
3.042,0.905449
3.044,0.908015
3.046,0.908586
3.048,0.90716
3.05,0.90374
3.052,0.898332
3.054,0.890948
3.056,0.881604
3.058,0.87032
3.06,0.857121
3.062,0.842034
3.064,0.825092
3.066,0.806334
3.068,0.785798
3.07,0.763531
3.072,0.73958
3.074,0.713998
3.076,0.686842
3.078,0.65817
3.08,0.628046
3.082,0.596536
3.084,0.563709
3.086,0.529636
3.088,0.494394
3.09,0.45806
3.092,0.420713
3.094,0.382436
3.096,0.343314
3.098,0.303432
3.1,0.262879
3.102,0.221745
3.104,0.180119
3.106,0.138096
3.108,0.0957661
3.11,0.0532246
3.112,0.0105653
3.114,-0.0321172
3.116,-0.0747283
3.118,-0.117173
3.12,-0.159359
3.122,-0.20119
3.124,-0.242574
3.126,-0.28342
3.128,-0.323637
3.13,-0.363134
3.132,-0.401825
3.134,-0.439622
3.136,-0.476442
3.138,-0.512202
3.14,-0.546823
3.142,-0.580228
3.144,-0.612341
3.146,-0.643092
3.148,-0.67241
3.15,-0.700232
3.152,-0.726493
3.154,-0.751136
3.156,-0.774104
3.158,-0.795347
3.16,-0.814817
3.162,-0.832469
3.164,-0.848264
3.166,-0.862166
3.168,-0.874144
3.17,-0.884171
3.172,-0.892222
3.174,-0.898281
3.176,-0.902333
3.178,-0.904369
3.18,-0.904383
3.182,-0.902375
3.184,-0.898348
3.186,-0.892312
3.188,-0.88428
3.19,-0.874268
3.192,-0.862299
3.194,-0.848399
3.196,-0.832599
3.198,-0.814934
3.2,-0.795442
3.202,-0.774168
3.204,-0.751158
3.206,-0.726463
3.208,-0.700138
3.21,-0.672243
3.212,-0.642839
3.214,-0.611992
3.216,-0.579771
3.218,-0.546248
3.22,-0.511498
3.222,-0.475599
3.224,-0.43863
3.226,-0.400676
3.228,-0.36182
3.23,-0.322151
3.232,-0.281757
3.234,-0.24073
3.236,-0.19916
3.238,-0.157143
3.24,-0.114771
3.242,-0.0721418
3.244,-0.0293498
3.246,0.0135081
3.248,0.0563353
3.25,0.0990352
3.252,0.141511
3.254,0.183668
3.256,0.22541
3.258,0.266643
3.26,0.307273
3.262,0.347209
3.264,0.38636
3.266,0.424638
3.268,0.461956
3.27,0.498229
3.272,0.533375
3.274,0.567314
3.276,0.599969
3.278,0.631266
3.28,0.661134
3.282,0.689504
3.284,0.716313
3.286,0.741498
3.288,0.765003
3.29,0.786773
3.292,0.80676
3.294,0.824916
3.296,0.841202
3.298,0.855578
3.3,0.868012
3.302,0.878476
3.304,0.886945
3.306,0.893399
3.308,0.897823
3.31,0.900207
3.312,0.900544
3.314,0.898834
3.316,0.89508
3.318,0.88929
3.32,0.881476
3.322,0.871656
3.324,0.859852
3.326,0.846089
3.328,0.8304
3.33,0.812819
3.332,0.793386
3.334,0.772144
3.336,0.749142
3.338,0.724432
3.34,0.698069
3.342,0.670114
3.344,0.64063
3.346,0.609683
3.348,0.577344
3.35,0.543687
3.352,0.508788
3.354,0.472726
3.356,0.435584
3.358,0.397447
3.36,0.358401
3.362,0.318535
3.364,0.277941
3.366,0.236711
3.368,0.194939
3.37,0.152722
3.372,0.110155
3.374,0.0673355
3.376,0.0243624
3.378,-0.0186663
3.38,-0.0616518
3.382,-0.104496
3.384,-0.147099
3.386,-0.189365
3.388,-0.231196
3.39,-0.272496
3.392,-0.31317
3.394,-0.353125
3.396,-0.392267
3.398,-0.430508
3.4,-0.46776
3.402,-0.503935
3.404,-0.538952
3.406,-0.572728
3.408,-0.605186
3.41,-0.636252
3.412,-0.665852
3.414,-0.693919
3.416,-0.720388
3.418,-0.745197
3.42,-0.768288
3.422,-0.789609
3.424,-0.809109
3.426,-0.826743
3.428,-0.84247
3.43,-0.856253
3.432,-0.86806
3.434,-0.877863
3.436,-0.885639
3.438,-0.89137
3.44,-0.895042
3.442,-0.896645
3.444,-0.896176
3.446,-0.893635
3.448,-0.889028
3.45,-0.882365
3.452,-0.87366
3.454,-0.862933
3.456,-0.85021
3.458,-0.835517
3.46,-0.81889
3.462,-0.800367
3.464,-0.779989
3.466,-0.757803
3.468,-0.733861
3.47,-0.708217
3.472,-0.680931
3.474,-0.652066
3.476,-0.621687
3.478,-0.589866
3.48,-0.556676
3.482,-0.522194
3.484,-0.486498
3.486,-0.449673
3.488,-0.411803
3.49,-0.372976
3.492,-0.333282
3.494,-0.292813
3.496,-0.251664
3.498,-0.209929
3.5,-0.167706
3.502,-0.125093
3.504,-0.0821895
3.506,-0.0390946
3.508,0.00409096
3.51,0.0472666
3.512,0.0903317
3.514,0.133186
3.516,0.175729
3.518,0.217861
3.52,0.259485
3.522,0.300503
3.524,0.340819
3.526,0.380339
3.528,0.41897
3.53,0.456622
3.532,0.493207
3.534,0.528638
3.536,0.562833
3.538,0.595712
3.54,0.627197
3.542,0.657214
3.544,0.685693
3.546,0.712566
3.548,0.73777
3.55,0.761247
3.552,0.78294
3.554,0.802798
3.556,0.820774
3.558,0.836826
3.56,0.850915
3.562,0.863008
3.564,0.873077
3.566,0.881096
3.568,0.887047
3.57,0.890916
3.572,0.892692
3.574,0.892371
3.576,0.889953
3.578,0.885444
3.58,0.878854
3.582,0.870196
3.584,0.859493
3.586,0.846767
3.588,0.832049
3.59,0.815372
3.592,0.796776
3.594,0.776304
3.596,0.754004
3.598,0.729927
3.6,0.704131
3.602,0.676675
3.604,0.647623
3.606,0.617045
3.608,0.585011
3.61,0.551597
3.612,0.516882
3.614,0.480947
3.616,0.443876
3.618,0.405758
3.62,0.366681
3.622,0.326738
3.624,0.286023
3.626,0.244633
3.628,0.202664
3.63,0.160217
3.632,0.117391
3.634,0.0742872
3.636,0.0310083
3.638,-0.0123435
3.64,-0.0556657
3.642,-0.0988555
3.644,-0.141811
3.646,-0.184429
3.648,-0.22661
3.65,-0.268253
3.652,-0.309259
3.654,-0.349531
3.656,-0.388973
3.658,-0.427492
3.66,-0.464995
3.662,-0.501393
3.664,-0.5366
3.666,-0.570531
3.668,-0.603107
3.67,-0.634248
3.672,-0.66388
3.674,-0.691934
3.676,-0.718341
3.678,-0.743038
3.68,-0.765966
3.682,-0.787071
3.684,-0.806301
3.686,-0.823611
3.688,-0.838958
3.69,-0.852305
3.692,-0.863621
3.694,-0.872877
3.696,-0.880052
3.698,-0.885127
3.7,-0.88809
3.702,-0.888934
3.704,-0.887656
3.706,-0.884258
3.708,-0.878748
3.71,-0.871139
3.712,-0.861448
3.714,-0.849699
3.716,-0.835918
3.718,-0.820139
3.72,-0.802397
3.722,-0.782737
3.724,-0.761203
3.726,-0.737848
3.728,-0.712726
3.73,-0.685898
3.732,-0.657427
3.734,-0.627381
3.736,-0.595832
3.738,-0.562854
3.74,-0.528528
3.742,-0.492934
3.744,-0.456159
3.746,-0.418289
3.748,-0.379415
3.75,-0.339632
3.752,-0.299033
3.754,-0.257716
3.756,-0.215781
3.758,-0.173327
3.76,-0.130458
3.762,-0.0872751
3.764,-0.0438831
3.766,-0.000386119
3.768,0.0431113
3.77,0.0865044
3.772,0.129689
3.774,0.17256
3.776,0.215016
3.778,0.256952
3.78,0.29827
3.782,0.338867
3.784,0.378648
3.786,0.417514
3.788,0.455373
3.79,0.492133
3.792,0.527705
3.794,0.562003
3.796,0.594943
3.798,0.626446
3.8,0.656436
3.802,0.684839
3.804,0.711587
3.806,0.736614
3.808,0.759859
3.81,0.781267
3.812,0.800785
3.814,0.818364
3.816,0.833962
3.818,0.847542
3.82,0.859069
3.822,0.868515
3.824,0.875856
3.826,0.881076
3.828,0.884159
3.83,0.885099
3.832,0.883892
3.834,0.880541
3.836,0.875054
3.838,0.867444
3.84,0.857728
3.842,0.845929
3.844,0.832076
3.846,0.816202
3.848,0.798345
3.85,0.778548
3.852,0.756858
3.854,0.733329
3.856,0.708016
3.858,0.680981
3.86,0.652289
3.862,0.62201
3.864,0.590217
3.866,0.556987
3.868,0.522401
3.87,0.486543
3.872,0.4495
3.874,0.411361
3.876,0.37222
3.878,0.332172
3.88,0.291313
3.882,0.249745
3.884,0.207568
3.886,0.164885
3.888,0.121799
3.89,0.0784171
3.892,0.034844
3.894,-0.00881373
3.896,-0.0524493
3.898,-0.095956
3.9,-0.139227
3.902,-0.182158
3.904,-0.224642
3.906,-0.266576
3.908,-0.307856
3.91,-0.348383
3.912,-0.388055
3.914,-0.426777
3.916,-0.464452
3.918,-0.500989
3.92,-0.536297
3.922,-0.570289
3.924,-0.602883
3.926,-0.633997
3.928,-0.663555
3.93,-0.691484
3.932,-0.717715
3.934,-0.742184
3.936,-0.764829
3.938,-0.785595
3.94,-0.804431
3.942,-0.821289
3.944,-0.836127
3.946,-0.848909
3.948,-0.859604
3.95,-0.868183
3.952,-0.874625
3.954,-0.878915
3.956,-0.881041
3.958,-0.880997
3.96,-0.878782
3.962,-0.874403
3.964,-0.867869
3.966,-0.859196
3.968,-0.848404
3.97,-0.83552
3.972,-0.820576
3.974,-0.803606
3.976,-0.784654
3.978,-0.763765
3.98,-0.740991
3.982,-0.716386
3.984,-0.690012
3.986,-0.661934
3.988,-0.63222
3.99,-0.600944
3.992,-0.568182
3.994,-0.534015
3.996,-0.498527
3.998,-0.461806
4,-0.423943
4.002,-0.385031
4.004,-0.345166
4.006,-0.304446
4.008,-0.262973
4.01,-0.220849
4.012,-0.178178
4.014,-0.135066
4.016,-0.0916195
4.018,-0.0479464
4.02,-0.00415511
4.022,0.0396459
4.024,0.0833477
4.026,0.126842
4.028,0.17002
4.03,0.212776
4.032,0.255002
4.034,0.296594
4.036,0.337447
4.038,0.377461
4.04,0.416536
4.042,0.454573
4.044,0.491479
4.046,0.527161
4.048,0.56153
4.05,0.5945
4.052,0.625989
4.054,0.655917
4.056,0.684211
4.058,0.710799
4.06,0.735614
4.062,0.758594
4.064,0.779681
4.066,0.798823
4.068,0.815971
4.07,0.831082
4.072,0.844117
4.074,0.855044
4.076,0.863835
4.078,0.870467
4.08,0.874924
4.082,0.877193
4.084,0.877269
4.086,0.875151
4.088,0.870844
4.09,0.864357
4.092,0.855708
4.094,0.844916
4.096,0.832008
4.098,0.817017
4.1,0.79998
4.102,0.780937
4.104,0.759938
4.106,0.737034
4.108,0.712282
4.11,0.685744
4.112,0.657485
4.114,0.627577
4.116,0.596095
4.118,0.563116
4.12,0.528724
4.122,0.493004
4.124,0.456046
4.126,0.417942
4.128,0.378789
4.13,0.338684
4.132,0.297727
4.134,0.256023
4.136,0.213674
4.138,0.170789
4.14,0.127475
4.142,0.0838403
4.144,0.0399953
4.146,-0.00394975
4.148,-0.0478841
4.15,-0.091697
4.152,-0.135278
4.154,-0.178517
4.156,-0.221305
4.158,-0.263534
4.16,-0.305098
4.162,-0.34589
4.164,-0.385809
4.166,-0.424753
4.168,-0.462623
4.17,-0.499323
4.172,-0.534762
4.174,-0.568847
4.176,-0.601494
4.178,-0.63262
4.18,-0.662144
4.182,-0.689993
4.184,-0.716095
4.186,-0.740384
4.188,-0.762799
4.19,-0.78328
4.192,-0.801778
4.194,-0.818243
4.196,-0.832634
4.198,-0.844915
4.2,-0.855053
4.202,-0.863022
4.204,-0.868802
4.206,-0.872377
4.208,-0.873738
4.21,-0.872881
4.212,-0.869807
4.214,-0.864525
4.216,-0.857046
4.218,-0.84739
4.22,-0.83558
4.222,-0.821645
4.224,-0.805622
4.226,-0.78755
4.228,-0.767475
4.23,-0.745447
4.232,-0.721522
4.234,-0.695761
4.236,-0.668228
4.238,-0.638994
4.24,-0.608133
4.242,-0.575722
4.244,-0.541844
4.246,-0.506586
4.248,-0.470036
4.25,-0.432288
4.252,-0.393437
4.254,-0.353584
4.256,-0.312828
4.258,-0.271275
4.26,-0.229029
4.262,-0.186199
4.264,-0.142895
4.266,-0.0992257
4.268,-0.0553037
4.27,-0.0112412
4.272,0.0328493
4.274,0.0768549
4.276,0.120663
4.278,0.164162
4.28,0.207239
4.282,0.249785
4.284,0.291691
4.286,0.332848
4.288,0.373152
4.29,0.412499
4.292,0.450787
4.294,0.487919
4.296,0.523799
4.298,0.558334
4.3,0.591436
4.302,0.62302
4.304,0.653003
4.306,0.681309
4.308,0.707865
4.31,0.732601
4.312,0.755454
4.314,0.776366
4.316,0.79528
4.318,0.81215
4.32,0.82693
4.322,0.839582
4.324,0.850074
4.326,0.858377
4.328,0.864471
4.33,0.868337
4.332,0.869968
4.334,0.869356
4.336,0.866505
4.338,0.86142
4.34,0.854114
4.342,0.844605
4.344,0.832918
4.346,0.819083
4.348,0.803133
4.35,0.785111
4.352,0.765062
4.354,0.743038
4.356,0.719095
4.358,0.693294
4.36,0.665702
4.362,0.63639
4.364,0.605433
4.366,0.572911
4.368,0.538907
4.37,0.503509
4.372,0.46681
4.374,0.428902
4.376,0.389885
4.378,0.349858
4.38,0.308927
4.382,0.267195
4.384,0.224772
4.386,0.181767
4.388,0.138291
4.39,0.094458
4.392,0.0503805
4.394,0.00617319
4.396,-0.0380493
4.398,-0.0821721
4.4,-0.126081
4.402,-0.169661
4.404,-0.212799
4.406,-0.255384
4.408,-0.297304
4.41,-0.338451
4.412,-0.378716
4.414,-0.417996
4.416,-0.456187
4.418,-0.493191
4.42,-0.52891
4.422,-0.563251
4.424,-0.596125
4.426,-0.627446
4.428,-0.657131
4.43,-0.685103
4.432,-0.711289
4.434,-0.73562
4.436,-0.758033
4.438,-0.778467
4.44,-0.79687
4.442,-0.813194
4.444,-0.827394
4.446,-0.839434
4.448,-0.849282
4.45,-0.856911
4.452,-0.862301
4.454,-0.865437
4.456,-0.866311
4.458,-0.864921
4.46,-0.861268
4.462,-0.855363
4.464,-0.847219
4.466,-0.836859
4.468,-0.824309
4.47,-0.8096
4.472,-0.792772
4.474,-0.773867
4.476,-0.752935
4.478,-0.730031
4.48,-0.705213
4.482,-0.678547
4.484,-0.650102
4.486,-0.619952
4.488,-0.588176
4.49,-0.554857
4.492,-0.520083
4.494,-0.483943
4.496,-0.446534
4.498,-0.407952
4.5,-0.368299
4.502,-0.327679
4.504,-0.286199
4.506,-0.243967
4.508,-0.201094
4.51,-0.157693
4.512,-0.113878
4.514,-0.0697645
4.516,-0.0254682
4.518,0.0188942
4.52,0.063206
4.522,0.10735
4.524,0.151211
4.526,0.194672
4.528,0.237619
4.53,0.279938
4.532,0.321518
4.534,0.36225
4.536,0.402024
4.538,0.440737
4.54,0.478285
4.542,0.514569
4.544,0.549494
4.546,0.582966
4.548,0.614898
4.55,0.645203
4.552,0.673802
4.554,0.700619
4.556,0.725582
4.558,0.748625
4.56,0.769687
4.562,0.788712
4.564,0.805647
4.566,0.82045
4.568,0.833078
4.57,0.8435
4.572,0.851687
4.574,0.857615
4.576,0.861271
4.578,0.862642
4.58,0.861725
4.582,0.858523
4.584,0.853042
4.586,0.845297
4.588,0.835309
4.59,0.823102
4.592,0.80871
4.594,0.79217
4.596,0.773525
4.598,0.752824
4.6,0.730123
4.602,0.705481
4.604,0.678963
4.606,0.650639
4.608,0.620584
4.61,0.588879
4.612,0.555606
4.614,0.520855
4.616,0.484717
4.618,0.447289
4.62,0.40867
4.622,0.368962
4.624,0.328272
4.626,0.286707
4.628,0.244378
4.63,0.201399
4.632,0.157883
4.634,0.113946
4.636,0.0697064
4.638,0.0252817
4.64,-0.0192096
4.642,-0.0636486
4.644,-0.107916
4.646,-0.151895
4.648,-0.195466
4.65,-0.238514
4.652,-0.280923
4.654,-0.322579
4.656,-0.363371
4.658,-0.403189
4.66,-0.441927
4.662,-0.479481
4.664,-0.51575
4.666,-0.550637
4.668,-0.584046
4.67,-0.61589
4.672,-0.646082
4.674,-0.674541
4.676,-0.70119
4.678,-0.725957
4.68,-0.748775
4.682,-0.769583
4.684,-0.788325
4.686,-0.804949
4.688,-0.819411
4.69,-0.831672
4.692,-0.841697
4.694,-0.849459
4.696,-0.854938
4.698,-0.858118
4.7,-0.858989
4.702,-0.85755
4.704,-0.853803
4.706,-0.847758
4.708,-0.839431
4.71,-0.828844
4.712,-0.816024
4.714,-0.801007
4.716,-0.783831
4.718,-0.764543
4.72,-0.743195
4.722,-0.719843
4.724,-0.69455
4.726,-0.667384
4.728,-0.638417
4.73,-0.607728
4.732,-0.5754
4.734,-0.541518
4.736,-0.506174
4.738,-0.469464
4.74,-0.431486
4.742,-0.392343
4.744,-0.35214
4.746,-0.310986
4.748,-0.268992
4.75,-0.226271
4.752,-0.182939
4.754,-0.139113
4.756,-0.0949109
4.758,-0.0504532
4.76,-0.00585986
4.762,0.0387482
4.764,0.0832503
4.766,0.127526
4.768,0.171454
4.77,0.214917
4.772,0.257795
4.774,0.299973
4.776,0.341337
4.778,0.381772
4.78,0.421171
4.782,0.459424
4.784,0.49643
4.786,0.532085
4.788,0.566294
4.79,0.598963
4.792,0.630003
4.794,0.659329
4.796,0.686861
4.798,0.712524
4.8,0.736247
4.802,0.757966
4.804,0.777621
4.806,0.795159
4.808,0.81053
4.81,0.823693
4.812,0.834611
4.814,0.843254
4.816,0.849598
4.818,0.853625
4.82,0.855325
4.822,0.854691
4.824,0.851725
4.826,0.846434
4.828,0.838833
4.83,0.828942
4.832,0.816787
4.834,0.802401
4.836,0.785823
4.838,0.767098
4.84,0.746276
4.842,0.723415
4.844,0.698575
4.846,0.671825
4.848,0.643238
4.85,0.612891
4.852,0.580867
4.854,0.547254
4.856,0.512142
4.858,0.475629
4.86,0.437813
4.862,0.398799
4.864,0.358692
4.866,0.317603
4.868,0.275643
4.87,0.232929
4.872,0.189577
4.874,0.145706
4.876,0.101435
4.878,0.0568877
4.88,0.0121851
4.882,-0.0325499
4.884,-0.0771943
4.886,-0.121625
4.888,-0.165721
4.89,-0.20936
4.892,-0.252422
4.894,-0.294789
4.896,-0.336343
4.898,-0.376971
4.9,-0.41656
4.902,-0.455001
4.904,-0.492189
4.906,-0.528019
4.908,-0.562394
4.91,-0.595218
4.912,-0.626401
4.914,-0.655856
4.916,-0.683501
4.918,-0.709261
4.92,-0.733063
4.922,-0.754842
4.924,-0.774536
4.926,-0.792092
4.928,-0.80746
4.93,-0.820597
4.932,-0.831467
4.934,-0.840039
4.936,-0.846289
4.938,-0.8502
4.94,-0.851759
4.942,-0.850962
4.944,-0.847811
4.946,-0.842314
4.948,-0.834486
4.95,-0.824348
4.952,-0.811928
4.954,-0.797259
4.956,-0.780382
4.958,-0.761343
4.96,-0.740194
4.962,-0.716994
4.964,-0.691806
4.966,-0.664701
4.968,-0.635752
4.97,-0.60504
4.972,-0.572649
4.974,-0.53867
4.976,-0.503196
4.978,-0.466325
4.98,-0.42816
4.982,-0.388807
4.984,-0.348373
4.986,-0.306973
4.988,-0.26472
4.99,-0.221732
4.992,-0.178128
4.994,-0.13403
4.996,-0.0895598
4.998,-0.0448417
5,0
5.002,0.0448405
5.004,0.0895549
5.006,0.134019
5.008,0.178108
5.01,0.221699
5.012,0.264671
5.014,0.306904
5.016,0.348279
5.018,0.388682
5.02,0.427999
5.022,0.46612
5.024,0.502939
5.026,0.538352
5.028,0.572261
5.03,0.60457
5.032,0.635188
5.034,0.664031
5.036,0.691016
5.038,0.716068
5.04,0.739116
5.042,0.760096
5.044,0.778948
5.046,0.79562
5.048,0.810064
5.05,0.822239
5.052,0.832111
5.054,0.839651
5.056,0.844839
5.058,0.847658
5.06,0.848101
5.062,0.846166
5.064,0.841857
5.066,0.835188
5.068,0.826174
5.07,0.814843
5.072,0.801224
5.074,0.785356
5.076,0.767282
5.078,0.747054
5.08,0.724727
5.082,0.700364
5.084,0.674033
5.086,0.645807
5.088,0.615766
5.09,0.583994
5.092,0.55058
5.094,0.515617
5.096,0.479203
5.098,0.441441
5.1,0.402438
5.102,0.362301
5.104,0.321145
5.106,0.279085
5.108,0.23624
5.11,0.19273
5.112,0.148678
5.114,0.104207
5.116,0.0594438
5.118,0.014514
5.12,-0.0304554
5.122,-0.0753376
5.124,-0.120006
5.126,-0.164334
5.128,-0.208196
5.13,-0.251469
5.132,-0.29403
5.134,-0.335758
5.136,-0.376536
5.138,-0.416248
5.14,-0.454781
5.142,-0.492026
5.144,-0.527877
5.146,-0.562233
5.148,-0.594996
5.15,-0.626073
5.152,-0.655375
5.154,-0.68282
5.156,-0.708328
5.158,-0.731828
5.16,-0.753252
5.162,-0.77254
5.164,-0.789635
5.166,-0.804489
5.168,-0.81706
5.17,-0.827311
5.172,-0.835213
5.174,-0.840742
5.176,-0.843884
5.178,-0.844627
5.18,-0.84297
5.182,-0.838918
5.184,-0.83248
5.186,-0.823675
5.188,-0.812527
5.19,-0.799068
5.192,-0.783336
5.194,-0.765374
5.196,-0.745234
5.198,-0.722972
5.2,-0.698652
5.202,-0.672342
5.204,-0.644116
5.206,-0.614056
5.208,-0.582246
5.21,-0.548777
5.212,-0.513744
5.214,-0.477246
5.216,-0.439387
5.218,-0.400276
5.22,-0.360023
5.222,-0.318743
5.224,-0.276554
5.226,-0.233576
5.228,-0.189932
5.23,-0.145747
5.232,-0.101146
5.234,-0.0562572
5.236,-0.011209
5.238,0.0338699
5.24,0.0788505
5.242,0.123604
5.244,0.168003
5.246,0.211919
5.248,0.255227
5.25,0.297803
5.252,0.339524
5.254,0.380271
5.256,0.419926
5.258,0.458377
5.26,0.495512
5.262,0.531225
5.264,0.565412
5.266,0.597976
5.268,0.628823
5.27,0.657864
5.272,0.685014
5.274,0.710197
5.276,0.733338
5.278,0.754372
5.28,0.773237
5.282,0.789878
5.284,0.804248
5.286,0.816304
5.288,0.826011
5.29,0.833342
5.292,0.838274
5.294,0.840793
5.296,0.840891
5.298,0.838567
5.3,0.833828
5.302,0.826687
5.304,0.817163
5.306,0.805284
5.308,0.791084
5.31,0.774603
5.312,0.755888
5.314,0.734993
5.316,0.711978
5.318,0.686908
5.32,0.659856
5.322,0.630899
5.324,0.600121
5.326,0.567611
5.328,0.533461
5.33,0.49777
5.332,0.460641
5.334,0.422182
5.336,0.382502
5.338,0.341718
5.34,0.299946
5.342,0.257307
5.344,0.213924
5.346,0.169924
5.348,0.125432
5.35,0.0805792
5.352,0.0354939
5.354,-0.00969294
5.356,-0.0548502
5.358,-0.0998471
5.36,-0.144553
5.362,-0.188838
5.364,-0.232574
5.366,-0.275634
5.368,-0.317892
5.37,-0.359226
5.372,-0.399516
5.374,-0.438644
5.376,-0.476496
5.378,-0.512963
5.38,-0.547937
5.382,-0.581318
5.384,-0.613007
5.386,-0.642912
5.388,-0.670946
5.39,-0.697027
5.392,-0.721078
5.394,-0.74303
5.396,-0.762817
5.398,-0.780382
5.4,-0.795674
5.402,-0.808646
5.404,-0.819262
5.406,-0.827489
5.408,-0.833303
5.41,-0.836687
5.412,-0.83763
5.414,-0.83613
5.416,-0.832189
5.418,-0.82582
5.42,-0.817039
5.422,-0.805874
5.424,-0.792354
5.426,-0.776521
5.428,-0.758418
5.43,-0.7381
5.432,-0.715625
5.434,-0.691057
5.436,-0.66447
5.438,-0.635939
5.44,-0.605549
5.442,-0.573387
5.444,-0.539548
5.446,-0.50413
5.448,-0.467236
5.45,-0.428976
5.452,-0.389459
5.454,-0.348803
5.456,-0.307126
5.458,-0.264549
5.46,-0.221198
5.462,-0.177199
5.464,-0.132683
5.466,-0.0877777
5.468,-0.0426166
5.47,0.00266807
5.472,0.0479435
5.474,0.0930766
5.476,0.137935
5.478,0.182386
5.48,0.2263
5.482,0.269547
5.484,0.312001
5.486,0.353535
5.488,0.394028
5.49,0.43336
5.492,0.471416
5.494,0.508082
5.496,0.543252
5.498,0.57682
5.5,0.608689
5.502,0.638763
5.504,0.666953
5.506,0.693177
5.508,0.717356
5.51,0.739419
5.512,0.7593
5.514,0.776941
5.516,0.792288
5.518,0.805297
5.52,0.815927
5.522,0.824148
5.524,0.829935
5.526,0.833269
5.528,0.834142
5.53,0.832549
5.532,0.828495
5.534,0.821991
5.536,0.813057
5.538,0.801718
5.54,0.788007
5.542,0.771965
